"","X","incident_id","data_year","ori","pug_agency_name","pub_agency_unit","agency_type_name","state_abbr","state_name","division_name","region_name","population_group_code","population_group_description","incident_date","adult_victim_count","juvenile_victim_count","total_offender_count","adult_offender_count","juvenile_offender_count","offender_race","offender_ethnicity","victim_count","offense_name","total_individual_victims","location_name","bias_desc","victim_types","multiple_offense","multiple_bias","Anti.Black.or.African.American","Anti.White","Anti.Arab","Anti.Protestant","Anti.Islamic..Muslim.","Anti.Gay..Male.","Anti.Asian","Anti.Catholic","Anti.Multiple.Religions..Group","Anti.Hispanic.or.Latino","Anti.Lesbian..Female.","Anti.Other.Race.Ethnicity.Ancestry","Anti.Jewish","Anti.American.Indian.or.Alaska.Native","Anti.Lesbian..Gay..Bisexual..or.Transgender..Mixed.Group.","Anti.Heterosexual","Anti.Atheism.Agnosticism","Anti.Bisexual","Anti.Physical.Disability","Anti.Mental.Disability","Anti.Jehovah.s.Witness","Anti.Church.of.Jesus.Christ","Anti.Buddhist","Anti.Sikh","Anti.Other.Christian","Anti.Hindu","Anti.Eastern.Orthodox..Russian..Greek..Other.","Anti.Transgender","Anti.Gender.Non.Conforming","Anti.Male","Aggravated.Assault","Intimidation","Simple.Assault","Robbery","Destruction.Damage.Vandalism.of.Property","Murder.and.Nonnegligent.Manslaughter","Arson","Burglary.Breaking...Entering","Not.Specified","Rape","Motor.Vehicle.Theft","Drug.Narcotic.Violations","Theft.From.Motor.Vehicle","All.Other.Larceny","Shoplifting","Weapon.Law.Violations","Theft.of.Motor.Vehicle.Parts.or.Accessories","Counterfeiting.Forgery","Fondling","Kidnapping.Abduction","Theft.From.Building","Pornography.Obscene.Material","Embezzlement","Purse.snatching","Drug.Equipment.Violations","Credit.Card.Automated.Teller.Machine.Fraud","Sexual.Assault.With.An.Object","False.Pretenses.Swindle.Confidence.Game","Pocket.picking","Welfare.Fraud","Extortion.Blackmail","Stolen.Property.Offenses","Incest","Negligent.Manslaughter","Sodomy","Statutory.Rape","Theft.From.Coin.Operated.Machine.or.Device","Impersonation","Prostitution","Wire.Fraud","Assisting.or.Promoting.Prostitution","Purchasing.Prostitution","Bribery","Identity.Theft","Human.Trafficking..Commercial.Sex.Acts","Hacking.Computer.Invasion","Betting.Wagering","Animal.Cruelty","Gambling.Equipment.Violation","Human.Trafficking..Involuntary.Servitude","Treason","Federal.Liquor.Offenses","anti_lgbt","StatePop"
"421",421,186469,2016,"WASPD0000","Seattle","","City","WA","Washington","Pacific","West","1B","Cities from 500,000 thru 999,999","2/2/16",1,0,1,1,0,"Unknown","Unknown",1,"Sodomy",1,"Field/Woods","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7294771
"422",422,186476,2016,"WASPD0000","Seattle","","City","WA","Washington","Pacific","West","1B","Cities from 500,000 thru 999,999","12/27/16",1,0,3,1,0,"Multiple","Unknown",1,"Robbery",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7294771
"423",423,186484,2016,"WASPD0000","Seattle","","City","WA","Washington","Pacific","West","1B","Cities from 500,000 thru 999,999","12/27/16",1,0,1,1,0,"Black or African American","Unknown",1,"Intimidation",1,"Service/Gas Station","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7294771
"424",424,186510,2016,"WA0080000","Cowlitz","","County","WA","Washington","Pacific","West","9B","MSA counties from 25,000 thru 99,999","7/29/16",0,1,1,1,0,"Unknown","Unknown",1,"Simple Assault",1,"Residence/Home","Anti-Bisexual","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7294771
"425",425,186658,2016,"WA0280000","San Juan","","County","WA","Washington","Pacific","West","8C","Non-MSA counties from 10,000 thru 24,999","11/17/16",1,0,0,0,0,"Unknown","Unknown",1,"Theft From Building",1,"Other/Unknown","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7294771
"426",426,186659,2016,"WA0290000","Skagit","","County","WA","Washington","Pacific","West","9B","MSA counties from 25,000 thru 99,999","4/15/16",1,0,0,0,0,"Unknown","Unknown",1,"Simple Assault",1,"Field/Woods","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7294771
"427",427,186660,2016,"WA0290200","Mount Vernon","","City","WA","Washington","Pacific","West","4","Cities from 25,000 thru 49,999","4/22/16",1,0,0,0,0,"Unknown","Unknown",1,"Simple Assault",1,"School-College/University","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7294771
"428",428,186681,2016,"WA0310500","Marysville","","City","WA","Washington","Pacific","West","3","Cities from 50,000 thru 99,999","2/18/16",1,0,1,0,0,"Unknown","Unknown",1,"Theft of Motor Vehicle Parts or Accessories",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7294771
"429",429,186718,2016,"WA0341900","Evergreen State College","","University or College","WA","Washington","Pacific","West","7","Cities under 2,500","4/29/16",0,0,0,0,0,"Unknown","Unknown",1,"Destruction/Damage/Vandalism of Property",0,"School-College/University","Anti-Transgender","Government","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7294771
"430",430,186803,2016,"WIMPD0000","Milwaukee","","City","WI","Wisconsin","East North Central","Midwest","1B","Cities from 500,000 thru 999,999","4/26/16",1,0,3,3,0,"Black or African American","Unknown",1,"Aggravated Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5772628
"431",431,186778,2016,"WV0200000","Kanawha","","County","WV","West Virginia","South Atlantic","South","9B","MSA counties from 25,000 thru 99,999","7/23/16",1,0,0,0,0,"Unknown","Unknown",1,"Stolen Property Offenses",1,"Residence/Home","Anti-Bisexual","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1831023
"432",432,189992,2017,"AZ0100300","Tucson","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999","1/3/17",NA,NA,1,NA,NA,"Unknown","Not Specified",1,"Aggravated Assault",1,"Other/Unknown","Anti-Bisexual","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7044008
"433",433,190595,2017,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","4/13/17",1,0,1,1,0,"Unknown","Unknown",1,"Intimidation",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7044008
"434",434,193891,2017,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","11/6/17",1,0,1,1,0,"Unknown","Unknown",1,"Aggravated Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Gay (Male);Anti-Transgender","Individual","S","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7044008
"435",435,193895,2017,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","11/5/17",1,0,0,NA,NA,"Unknown","Unknown",1,"Burglary/Breaking & Entering",1,"Residence/Home","Anti-Gay (Male);Anti-Transgender","Individual","S","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7044008
"436",436,193898,2017,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","11/2/17",NA,NA,0,NA,NA,"Unknown","Unknown",1,"Destruction/Damage/Vandalism of Property",NA,"Park/Playground","Anti-Black or African American;Anti-Transgender","Government","S","M",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7044008
"437",437,193902,2017,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","10/20/17",1,0,1,1,0,"White","Not Hispanic or Latino",1,"Aggravated Assault",1,"Commercial/Office Building","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7044008
"438",438,193908,2017,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","11/8/17",1,0,1,1,0,"Black or African American","Not Hispanic or Latino",1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender;Anti-White","Individual","S","M",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7044008
"439",439,193918,2017,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","10/27/17",1,0,1,1,0,"Black or African American","Not Hispanic or Latino",1,"Intimidation",1,"Department/Discount Store","Anti-Transgender;Anti-White","Individual","S","M",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7044008
"440",440,193932,2017,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","10/22/17",1,0,0,NA,NA,"Unknown","Unknown",1,"Destruction/Damage/Vandalism of Property",1,"Parking/Drop Lot/Garage","Anti-Multiple Religions, Group;Anti-Transgender","Individual","S","M",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7044008
"441",441,193933,2017,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","10/25/17",NA,NA,0,NA,NA,"Unknown","Unknown",1,"Destruction/Damage/Vandalism of Property",NA,"Park/Playground","Anti-Jewish;Anti-Transgender","Government","S","M",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7044008
"442",442,193937,2017,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","10/21/17",1,0,0,NA,NA,"Unknown","Unknown",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Black or African American;Anti-Transgender","Individual","S","M",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7044008
"443",443,193944,2017,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","11/5/17",1,0,0,NA,NA,"Unknown","Unknown",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Black or African American;Anti-Transgender","Individual","S","M",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7044008
"444",444,193948,2017,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","11/11/17",2,0,1,1,0,"White","Not Hispanic or Latino",2,"Aggravated Assault",2,"Bar/Nightclub","Anti-Black or African American;Anti-Transgender","Individual","S","M",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7044008
"445",445,1446018,2017,"AZ0140500","Yuma","","City","AZ","Arizona","Mountain","West","3","Cities from 50,000 thru 99,999","9/25/17",1,0,1,1,0,"White","Not Specified",2,"Destruction/Damage/Vandalism of Property;Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Bisexual","Individual","M","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7044008
"446",446,190372,2017,"CA0371100","San Diego","","City","CA","California","Pacific","West","1A","Cities 1,000,000 or over","2/7/17",1,0,1,1,0,"Black or African American","Not Hispanic or Latino",1,"Aggravated Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39358497
"447",447,190409,2017,"CA0340000","Sacramento","","County","CA","California","Pacific","West","9A","MSA counties 100,000 or over","1/21/17",1,0,2,2,0,"Black or African American","Unknown",1,"Intimidation",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39358497
"448",448,190436,2017,"CA0194200","Los Angeles","","City","CA","California","Pacific","West","1A","Cities 1,000,000 or over","2/11/17",1,0,9,9,0,"Unknown","Hispanic or Latino",1,"Simple Assault",1,"Parking/Drop Lot/Garage","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39358497
"449",449,190457,2017,"CA0194200","Los Angeles","","City","CA","California","Pacific","West","1A","Cities 1,000,000 or over","2/9/17",NA,NA,1,1,0,"Black or African American","Not Hispanic or Latino",1,"Destruction/Damage/Vandalism of Property",NA,"Commercial/Office Building","Anti-Transgender","Business","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39358497
"450",450,190467,2017,"CA0411100","Pacifica","","City","CA","California","Pacific","West","4","Cities from 25,000 thru 49,999","2/9/17",0,1,0,0,0,"Unknown","Unknown",1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Bisexual","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39358497
"451",451,191238,2017,"CA0194200","Los Angeles","","City","CA","California","Pacific","West","1A","Cities 1,000,000 or over","3/19/17",1,0,2,2,0,"Black or African American","Not Specified",1,"Robbery",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39358497
"452",452,191263,2017,"CA0300900","Garden Grove","","City","CA","California","Pacific","West","2","Cities from 100,000 thru 249,999","3/6/17",1,0,2,0,2,"White","Hispanic or Latino",1,"Simple Assault",1,"School-Elementary/Secondary","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39358497
"453",453,191267,2017,"CA0380100","San Francisco","","City","CA","California","Pacific","West","1B","Cities from 500,000 thru 999,999","5/8/17",1,0,1,1,0,"White","Not Hispanic or Latino",1,"Aggravated Assault",1,"Service/Gas Station","Anti-Bisexual","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39358497
"454",454,191458,2017,"CA0430000","Santa Clara","","County","CA","California","Pacific","West","9B","MSA counties from 25,000 thru 99,999","5/14/17",1,0,2,2,0,"Unknown","Not Specified",1,"Robbery",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39358497
"455",455,191757,2017,"CA0194200","Los Angeles","","City","CA","California","Pacific","West","1A","Cities 1,000,000 or over","6/18/17",1,0,1,1,0,"White","Hispanic or Latino",1,"Simple Assault",1,"Shopping Mall","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39358497
"456",456,191787,2017,"CA0194200","Los Angeles","","City","CA","California","Pacific","West","1A","Cities 1,000,000 or over","6/12/17",1,0,1,1,0,"Black or African American","Not Hispanic or Latino",1,"Aggravated Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39358497
"457",457,191838,2017,"CA0194200","Los Angeles","","City","CA","California","Pacific","West","1A","Cities 1,000,000 or over","8/10/17",1,0,1,1,0,"Black or African American","Not Hispanic or Latino",1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39358497
"458",458,191851,2017,"CA0194200","Los Angeles","","City","CA","California","Pacific","West","1A","Cities 1,000,000 or over","7/14/17",1,0,2,2,0,"Black or African American","Unknown",1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39358497
"459",459,191913,2017,"CA0340400","Sacramento","","City","CA","California","Pacific","West","1C","Cities from 250,000 thru 499,999","7/15/17",1,0,1,1,0,"Black or African American","Not Hispanic or Latino",1,"Simple Assault",1,"Air/Bus/Train Terminal","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39358497
"460",460,192052,2017,"CA0070200","Brentwood","","City","CA","California","Pacific","West","3","Cities from 50,000 thru 99,999","8/30/17",0,1,1,1,0,"Black or African American","Not Specified",1,"Intimidation",1,"School-Elementary/Secondary","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39358497
"461",461,192624,2017,"CA0195400","Pico Rivera","","City","CA","California","Pacific","West","3","Cities from 50,000 thru 99,999","9/23/17",1,0,1,1,0,"Unknown","Hispanic or Latino",1,"Aggravated Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39358497
